District,Season,Soil_Type,N,P,K,Soil_pH,Temperature,Humidity,Rainfall,Crop
Solapur,Zaid,Black,56,32,60,8.08,27.95,66.88,76.14,Fodder
Nashik,Kharif,Loamy,66,38,57,6.68,30.48,33.86,81.69,Onion
Pune,Rabi,Black,69,36,55,7.09,20.47,60.63,124.55,Wheat
Pune,Zaid,Black,73,38,58,7.35,21.47,61.22,117.0,Vegetables
Solapur,Rabi,Black,52,34,58,8.09,27.79,66.0,70.06,Jowar
Pune,Rabi,Black,73,42,54,6.79,19.86,57.85,119.26,Wheat
Nashik,Zaid,Loamy,61,39,58,6.52,28.79,30.6,116.36,Vegetables
Nashik,Kharif,Loamy,61,35,57,6.42,27.55,40.08,88.37,Onion
Solapur,Rabi,Black,50,36,57,7.7,26.77,76.8,62.65,Jowar
Nashik,Rabi,Loamy,69,39,57,7.09,29.09,33.33,83.88,Gram
Nashik,Kharif,Loamy,67,37,55,6.51,29.31,37.52,92.73,Onion
Pune,Kharif,Black,75,37,53,7.12,19.9,72.18,126.74,Rice
Nashik,Rabi,Loamy,61,35,58,6.84,27.14,24.75,90.34,Gram
Pune,Zaid,Black,72,41,54,7.12,18.54,63.53,112.47,Vegetables
Solapur,Kharif,Black,55,34,63,7.45,25.18,73.54,67.93,Bajra
Nashik,Rabi,Loamy,65,41,58,6.65,28.57,40.37,78.84,Gram
Pune,Kharif,Black,77,38,55,6.9,21.99,65.83,106.28,Rice
Pune,Rabi,Black,75,41,54,7.31,20.69,57.39,130.04,Wheat
Nashik,Rabi,Loamy,64,36,58,7.09,28.32,38.22,97.0,Gram
Pune,Rabi,Black,72,40,53,7.31,19.56,67.93,127.29,Wheat
Nashik,Zaid,Loamy,59,35,60,6.5,28.61,31.67,85.72,Vegetables
Nashik,Rabi,Loamy,70,39,60,6.68,29.56,35.19,90.7,Gram
Nashik,Rabi,Loamy,63,36,54,6.84,29.6,34.96,105.18,Gram
Solapur,Kharif,Black,57,31,57,7.98,25.8,70.67,92.51,Bajra
Nashik,Kharif,Loamy,63,40,54,7.29,28.08,34.83,84.25,Onion
Solapur,Rabi,Black,51,32,62,7.67,27.72,78.42,66.53,Jowar
Solapur,Kharif,Black,54,37,62,7.97,28.49,71.04,52.35,Bajra
Solapur,Zaid,Black,58,37,57,7.56,26.34,69.97,61.56,Fodder
Solapur,Zaid,Black,53,34,60,7.6,29.35,58.7,77.65,Fodder
Solapur,Rabi,Black,50,31,59,7.51,28.59,69.31,64.77,Jowar
Pune,Kharif,Black,75,38,54,6.86,19.94,62.81,104.66,Rice
Solapur,Rabi,Black,53,34,61,7.7,27.93,66.55,58.75,Jowar
Solapur,Zaid,Black,52,33,60,7.62,25.11,58.51,72.03,Fodder
Solapur,Zaid,Black,54,33,56,7.86,28.17,66.22,59.87,Fodder
Solapur,Kharif,Black,55,32,63,8.02,28.88,71.1,78.51,Bajra
Pune,Kharif,Black,77,37,51,6.77,19.56,64.92,122.64,Rice
Solapur,Rabi,Black,51,34,60,8.04,27.75,76.56,76.91,Jowar
Pune,Kharif,Black,71,40,54,7.14,18.94,67.17,94.46,Rice
Nashik,Rabi,Loamy,68,37,57,6.94,29.67,26.29,86.71,Gram
Solapur,Rabi,Black,51,34,59,7.58,27.02,71.78,74.52,Jowar
Pune,Zaid,Black,74,38,55,6.87,21.83,67.71,108.28,Vegetables
Nashik,Kharif,Loamy,63,40,55,6.73,29.03,30.99,104.2,Onion
Solapur,Kharif,Black,49,35,57,7.45,27.06,79.87,62.08,Bajra
Nashik,Zaid,Loamy,66,37,61,6.86,29.7,29.03,108.43,Vegetables
Pune,Rabi,Black,69,38,53,7.18,19.17,63.46,112.81,Wheat
Solapur,Kharif,Black,55,33,59,7.65,25.78,68.18,88.6,Bajra
Nashik,Zaid,Loamy,65,40,60,6.8,30.23,29.79,107.56,Vegetables
Nashik,Rabi,Loamy,70,35,57,6.6,28.4,32.22,92.82,Gram
Solapur,Kharif,Black,51,31,59,7.96,27.18,73.49,80.88,Bajra
Pune,Kharif,Black,70,42,56,7.43,20.16,54.36,95.47,Rice
Pune,Kharif,Black,70,37,51,7.07,20.4,71.29,91.22,Rice
Nashik,Kharif,Loamy,67,39,57,6.79,27.99,44.54,76.86,Onion
Solapur,Zaid,Black,51,36,55,7.91,27.36,69.25,72.69,Fodder
Solapur,Rabi,Black,55,37,58,8.16,25.08,72.02,79.78,Jowar
Nashik,Zaid,Loamy,63,39,57,6.62,28.79,30.05,101.95,Vegetables
Nashik,Zaid,Loamy,68,36,59,7.03,29.46,35.86,94.65,Vegetables
Nashik,Zaid,Loamy,65,35,56,6.53,26.5,39.15,95.21,Vegetables
Pune,Zaid,Black,74,37,58,7.26,21.11,60.48,107.63,Vegetables
Solapur,Zaid,Black,54,37,61,7.62,27.85,74.62,83.24,Fodder
Solapur,Kharif,Black,53,33,61,7.8,29.22,61.2,84.56,Bajra
Solapur,Rabi,Black,50,31,61,7.42,28.14,72.35,70.93,Jowar
Pune,Zaid,Black,73,36,56,6.63,21.74,50.69,95.84,Vegetables
Nashik,Rabi,Loamy,60,36,60,7.0,27.27,35.82,99.44,Gram
Pune,Zaid,Black,80,41,54,7.35,18.9,66.25,94.83,Vegetables
Nashik,Kharif,Loamy,66,37,61,6.93,29.35,30.31,96.66,Onion
Pune,Zaid,Black,72,40,53,6.73,20.46,62.76,114.3,Vegetables
Nashik,Zaid,Loamy,68,39,57,6.98,28.64,40.04,86.68,Vegetables
Pune,Kharif,Black,68,40,54,7.05,19.72,63.26,112.66,Rice
Pune,Rabi,Black,75,40,56,6.83,18.75,61.57,113.03,Wheat
Solapur,Kharif,Black,51,30,57,7.35,26.69,59.83,72.66,Bajra
Solapur,Zaid,Black,55,36,57,8.0,27.03,76.27,56.84,Fodder
Pune,Rabi,Black,72,38,56,6.82,20.59,64.21,115.74,Wheat
Nashik,Zaid,Loamy,64,39,58,6.61,27.68,33.24,99.16,Vegetables
Nashik,Rabi,Loamy,63,37,61,7.2,28.85,33.1,93.45,Gram
Solapur,Kharif,Black,51,33,60,7.46,27.08,62.17,61.38,Bajra
Pune,Zaid,Black,77,42,55,7.28,21.72,52.05,94.42,Vegetables
Pune,Rabi,Black,76,39,57,6.56,21.05,66.32,90.12,Wheat
Solapur,Rabi,Black,52,35,60,8.12,26.65,60.49,63.33,Jowar
Solapur,Rabi,Black,50,36,57,7.97,25.03,70.13,74.79,Jowar
Pune,Kharif,Black,79,39,55,6.94,19.74,61.01,119.79,Rice
Pune,Zaid,Black,72,38,50,6.81,19.33,63.89,121.64,Vegetables
Solapur,Kharif,Black,52,36,60,8.15,26.57,68.41,75.31,Bajra
Solapur,Kharif,Black,53,30,56,7.55,27.42,68.56,80.74,Bajra
Solapur,Zaid,Black,53,32,58,7.76,27.4,79.83,81.16,Fodder
Pune,Kharif,Black,75,38,52,7.4,20.26,67.66,110.18,Rice
Solapur,Zaid,Black,52,33,58,7.73,27.48,79.02,53.95,Fodder
Solapur,Zaid,Black,57,31,59,7.8,25.54,60.06,78.01,Fodder
Nashik,Rabi,Loamy,69,35,58,7.0,28.67,25.4,79.3,Gram
Solapur,Kharif,Black,51,33,61,8.05,25.73,67.33,62.73,Bajra
Solapur,Rabi,Black,60,33,61,7.88,27.85,65.03,61.85,Jowar
Pune,Kharif,Black,73,40,51,7.05,22.13,67.9,119.99,Rice
Pune,Zaid,Black,69,43,50,6.71,22.17,63.25,107.21,Vegetables
Solapur,Rabi,Black,53,34,60,7.59,25.98,69.35,91.69,Jowar
Pune,Rabi,Black,76,39,53,7.08,19.59,56.78,117.29,Wheat
Nashik,Zaid,Loamy,65,33,61,6.61,27.56,33.75,95.41,Vegetables
Pune,Kharif,Black,75,40,51,6.8,20.68,66.33,113.39,Rice
Pune,Zaid,Black,69,40,56,7.04,19.51,58.96,118.13,Vegetables
Nashik,Rabi,Loamy,62,36,55,6.93,28.66,28.24,96.88,Gram
Pune,Rabi,Black,77,41,54,6.84,20.6,54.02,116.26,Wheat
Nashik,Rabi,Loamy,68,40,56,6.32,28.14,36.4,77.23,Gram
Solapur,Kharif,Black,55,30,59,7.57,26.72,70.21,71.52,Bajra
Nashik,Rabi,Loamy,63,37,61,6.69,26.58,36.12,83.58,Gram
Solapur,Rabi,Black,51,35,58,7.73,26.55,72.3,87.5,Jowar
Nashik,Zaid,Loamy,66,41,58,6.76,26.33,29.68,111.96,Vegetables
Nashik,Rabi,Loamy,66,37,61,6.97,27.43,39.19,97.79,Gram
Pune,Zaid,Black,76,38,53,6.89,20.39,70.86,102.99,Vegetables
Nashik,Rabi,Loamy,64,37,56,6.91,28.67,33.03,96.92,Gram
Nashik,Kharif,Loamy,63,36,60,7.04,29.96,38.34,80.41,Onion
Solapur,Kharif,Black,57,34,60,7.56,26.49,65.15,75.31,Bajra
Solapur,Rabi,Black,52,34,55,7.62,27.1,68.82,75.92,Jowar
Solapur,Zaid,Black,57,33,62,8.11,25.86,70.89,75.14,Fodder
Nashik,Kharif,Loamy,64,39,61,6.66,27.79,31.4,88.04,Onion
Nashik,Kharif,Loamy,61,36,55,6.86,29.12,32.46,88.66,Onion
Solapur,Kharif,Black,51,33,59,8.05,24.9,66.93,88.96,Bajra
Pune,Kharif,Black,72,37,55,7.18,21.66,63.94,122.63,Rice
Solapur,Zaid,Black,59,37,59,7.86,26.42,70.44,71.53,Fodder
Solapur,Zaid,Black,54,35,58,7.75,27.19,58.25,74.32,Fodder
Solapur,Kharif,Black,56,33,59,7.93,28.33,64.31,69.57,Bajra
Nashik,Rabi,Loamy,66,37,57,6.72,30.26,23.75,87.35,Gram
Pune,Kharif,Black,76,35,50,7.22,21.49,54.82,107.9,Rice
Pune,Zaid,Black,72,38,56,6.89,19.27,62.7,109.88,Vegetables
Pune,Kharif,Black,73,39,56,6.87,21.02,58.6,103.85,Rice
Pune,Kharif,Black,73,42,53,6.85,21.1,66.34,86.25,Rice
Solapur,Kharif,Black,51,35,60,7.77,25.93,67.23,85.37,Bajra
Nashik,Kharif,Loamy,67,35,60,6.67,28.2,35.42,80.32,Onion
Pune,Rabi,Black,70,38,53,7.09,21.69,64.1,118.92,Wheat
Solapur,Kharif,Black,54,37,61,7.31,28.26,75.63,90.45,Bajra
Nashik,Zaid,Loamy,61,37,59,6.65,30.88,34.06,97.59,Vegetables
Pune,Kharif,Black,78,40,55,6.79,21.24,63.61,128.12,Rice
Solapur,Zaid,Black,56,34,57,7.62,26.23,71.19,66.11,Fodder
Solapur,Rabi,Black,55,32,61,7.96,26.78,59.8,64.05,Jowar
Nashik,Rabi,Loamy,59,37,58,6.93,28.71,38.69,89.55,Gram
Pune,Kharif,Black,73,38,55,7.38,20.91,70.25,112.8,Rice
Pune,Zaid,Black,75,40,55,6.88,21.13,52.92,97.79,Vegetables
Pune,Kharif,Black,72,39,50,7.0,21.49,68.88,93.28,Rice
Pune,Rabi,Black,73,39,53,6.86,20.61,63.03,117.54,Wheat
Nashik,Zaid,Loamy,62,38,60,6.9,29.81,35.17,110.03,Vegetables
Nashik,Zaid,Loamy,61,39,58,7.06,28.0,41.03,97.41,Vegetables
Pune,Zaid,Black,76,40,56,7.15,18.39,62.37,111.61,Vegetables
Nashik,Rabi,Loamy,64,35,56,6.81,28.48,29.43,100.5,Gram
Nashik,Rabi,Loamy,62,37,57,6.73,30.19,30.92,76.48,Gram
Solapur,Kharif,Black,52,34,57,7.88,26.55,64.82,87.73,Bajra
Pune,Rabi,Black,76,35,54,6.55,19.68,71.85,112.98,Wheat
Solapur,Rabi,Black,52,34,56,7.63,27.31,66.89,59.38,Jowar
Nashik,Rabi,Loamy,62,39,58,6.8,27.47,40.86,80.51,Gram
Nashik,Zaid,Loamy,62,38,54,6.5,30.3,26.81,90.69,Vegetables
Nashik,Zaid,Loamy,61,34,57,7.14,26.82,41.79,86.11,Vegetables
Solapur,Kharif,Black,55,38,60,7.87,27.79,67.61,66.62,Bajra
Nashik,Rabi,Loamy,67,36,56,6.82,28.6,40.14,87.44,Gram
Solapur,Rabi,Black,57,31,57,7.61,27.46,71.44,70.19,Jowar
Pune,Kharif,Black,71,41,52,6.97,21.84,70.71,109.49,Rice
Solapur,Rabi,Black,49,33,59,7.8,25.24,71.0,81.32,Jowar
Nashik,Rabi,Loamy,60,38,59,6.67,27.31,32.46,98.41,Gram
Nashik,Kharif,Loamy,61,33,60,7.0,29.52,38.02,103.31,Onion
Nashik,Zaid,Loamy,61,37,56,6.58,28.98,44.11,107.14,Vegetables
Pune,Rabi,Black,72,39,50,7.39,19.52,58.45,112.08,Wheat
Nashik,Zaid,Loamy,65,39,55,6.73,26.35,30.08,92.28,Vegetables
Solapur,Kharif,Black,56,31,55,7.82,29.2,68.97,89.37,Bajra
Nashik,Rabi,Loamy,61,35,58,6.83,29.2,28.74,102.62,Gram
Solapur,Zaid,Black,53,33,59,7.6,28.4,63.58,89.09,Fodder
Pune,Kharif,Black,72,42,58,6.78,19.18,60.96,126.7,Rice
Solapur,Kharif,Black,53,33,60,7.57,27.52,70.87,73.61,Bajra
Pune,Kharif,Black,76,40,55,7.04,20.58,60.74,125.65,Rice
Solapur,Kharif,Black,53,33,63,7.44,27.35,74.56,67.04,Bajra
Pune,Zaid,Black,79,40,58,7.06,21.73,66.93,114.14,Vegetables
Solapur,Zaid,Black,52,35,63,7.5,26.91,68.22,73.52,Fodder
Pune,Rabi,Black,70,37,52,6.71,19.94,67.99,93.65,Wheat
Pune,Zaid,Black,76,36,56,6.94,19.45,54.88,99.58,Vegetables
Pune,Zaid,Black,75,41,55,6.97,18.53,63.58,118.43,Vegetables
Pune,Rabi,Black,75,37,58,7.0,20.47,60.26,112.64,Wheat
Pune,Rabi,Black,68,37,51,7.28,22.62,61.29,92.79,Wheat
Nashik,Zaid,Loamy,63,40,57,6.87,28.86,34.62,98.03,Vegetables
Pune,Rabi,Black,72,43,54,7.05,20.97,68.53,121.74,Wheat
Solapur,Kharif,Black,51,37,63,7.43,26.3,70.26,82.74,Bajra
Solapur,Rabi,Black,53,34,60,7.63,27.66,68.05,79.81,Jowar
Solapur,Rabi,Black,56,34,56,7.48,28.7,73.0,68.51,Jowar
Solapur,Kharif,Black,57,35,59,7.71,26.84,73.47,65.36,Bajra
Pune,Kharif,Black,75,40,53,6.71,18.68,65.46,103.84,Rice
Nashik,Zaid,Loamy,64,38,58,6.46,29.32,32.0,79.57,Vegetables
Nashik,Zaid,Loamy,69,36,58,6.87,28.05,34.49,90.45,Vegetables
Nashik,Zaid,Loamy,61,37,60,6.62,27.66,32.17,77.57,Vegetables
Solapur,Kharif,Black,53,35,58,7.67,26.64,78.09,74.74,Bajra
Nashik,Kharif,Loamy,64,36,56,6.87,30.75,34.79,106.0,Onion
Nashik,Rabi,Loamy,66,39,55,6.77,27.77,27.63,100.24,Gram
Pune,Zaid,Black,75,38,56,6.65,19.25,59.21,123.9,Vegetables
Pune,Rabi,Black,76,40,51,7.03,20.39,62.37,112.24,Wheat
Pune,Kharif,Black,79,41,54,7.06,21.54,51.52,127.18,Rice
Nashik,Kharif,Loamy,67,41,57,7.0,27.87,37.17,93.56,Onion
Solapur,Zaid,Black,54,33,59,7.96,28.75,71.89,78.15,Fodder
Pune,Kharif,Black,69,40,56,7.04,20.75,64.95,108.06,Rice
Pune,Zaid,Black,71,36,56,7.01,19.69,69.21,117.96,Vegetables
Pune,Kharif,Black,80,40,55,6.75,20.77,56.94,120.4,Rice
Solapur,Kharif,Black,54,31,58,7.8,25.12,59.6,67.37,Bajra
Solapur,Zaid,Black,57,37,57,7.63,25.9,78.66,82.32,Fodder
Pune,Kharif,Black,74,39,57,7.26,19.1,51.91,101.28,Rice
Solapur,Zaid,Black,52,31,60,7.75,28.29,72.26,84.37,Fodder
Nashik,Kharif,Loamy,64,35,54,6.97,28.52,37.4,95.62,Onion
Solapur,Zaid,Black,56,31,60,8.04,27.09,62.72,98.77,Fodder
Solapur,Kharif,Black,56,34,58,7.52,27.65,59.82,70.93,Bajra
Nashik,Zaid,Loamy,64,35,54,7.05,27.78,35.05,104.52,Vegetables
Solapur,Rabi,Black,57,34,62,7.93,28.13,66.56,65.58,Jowar
Nashik,Zaid,Loamy,62,41,58,7.07,29.24,42.94,107.0,Vegetables
Nashik,Kharif,Loamy,68,38,58,6.51,28.61,33.14,97.46,Onion
Nashik,Zaid,Loamy,68,33,55,6.73,30.55,35.81,104.47,Vegetables
Solapur,Kharif,Black,58,34,56,7.69,29.47,74.42,67.34,Bajra
Pune,Kharif,Black,76,39,52,6.9,18.71,55.9,102.94,Rice
Nashik,Zaid,Loamy,65,37,56,6.78,28.25,30.15,108.53,Vegetables
Pune,Rabi,Black,76,40,51,7.09,20.83,62.85,113.57,Wheat
Solapur,Zaid,Black,53,35,61,7.54,27.97,66.63,92.58,Fodder
Solapur,Kharif,Black,51,34,57,7.97,27.15,68.34,61.27,Bajra
Nashik,Zaid,Loamy,62,36,55,6.96,29.7,35.63,86.81,Vegetables
Solapur,Rabi,Black,53,34,61,7.64,26.26,68.64,67.82,Jowar
Pune,Rabi,Black,78,40,55,7.08,19.77,56.56,117.97,Wheat
Pune,Kharif,Black,71,39,57,6.9,21.25,62.56,99.15,Rice
Solapur,Kharif,Black,58,34,59,7.58,26.37,73.75,89.82,Bajra
Nashik,Zaid,Loamy,63,40,57,6.9,28.69,32.76,94.7,Vegetables
Solapur,Zaid,Black,49,33,61,7.68,26.5,76.29,72.32,Fodder
Solapur,Zaid,Black,56,37,62,7.86,27.1,77.27,94.16,Fodder
Nashik,Zaid,Loamy,67,41,57,6.58,27.17,32.51,98.43,Vegetables
Pune,Rabi,Black,75,40,53,7.15,22.35,56.38,114.22,Wheat
Solapur,Rabi,Black,48,37,61,7.75,26.58,63.18,84.43,Jowar
Pune,Zaid,Black,75,42,53,6.71,20.59,56.76,132.51,Vegetables
Pune,Zaid,Black,72,38,53,7.41,22.07,52.58,104.42,Vegetables
Solapur,Rabi,Black,50,33,59,8.13,25.9,71.88,68.19,Jowar
Solapur,Kharif,Black,57,34,59,7.73,24.8,67.52,96.99,Bajra
Pune,Rabi,Black,80,36,53,6.74,20.4,60.42,113.64,Wheat
Nashik,Rabi,Loamy,62,34,56,6.9,28.38,28.75,116.34,Gram
Nashik,Zaid,Loamy,65,36,56,6.88,27.62,42.18,74.18,Vegetables
Nashik,Kharif,Loamy,64,39,57,7.16,30.13,35.37,82.65,Onion
Pune,Kharif,Black,72,41,57,7.12,20.36,71.02,123.06,Rice
Nashik,Kharif,Loamy,61,38,58,6.73,29.63,38.31,101.91,Onion
Pune,Rabi,Black,76,38,55,6.52,22.38,62.17,122.23,Wheat
Nashik,Kharif,Loamy,62,38,57,6.93,29.59,41.9,98.5,Onion
Nashik,Zaid,Loamy,64,34,54,6.67,29.11,36.63,113.05,Vegetables
Pune,Kharif,Black,73,37,53,6.89,21.64,67.59,111.35,Rice
Pune,Rabi,Black,72,41,53,6.84,21.18,68.0,114.52,Wheat
Solapur,Rabi,Black,58,36,61,8.04,28.1,75.21,66.53,Jowar
Nashik,Kharif,Loamy,63,35,58,6.8,28.9,40.02,85.37,Onion
Pune,Kharif,Black,75,36,56,7.0,20.56,62.23,112.8,Rice
Solapur,Zaid,Black,53,33,58,7.79,24.9,57.35,90.3,Fodder
Nashik,Rabi,Loamy,66,40,56,6.47,28.22,35.99,99.32,Gram
Nashik,Zaid,Loamy,68,38,58,6.35,28.51,29.71,82.98,Vegetables
Nashik,Zaid,Loamy,61,41,57,7.09,28.19,30.26,103.33,Vegetables
Nashik,Zaid,Loamy,63,37,57,6.56,28.99,36.36,85.91,Vegetables
Solapur,Kharif,Black,52,33,57,7.99,27.78,65.17,84.27,Bajra
Pune,Zaid,Black,73,43,55,7.01,20.8,60.82,91.64,Vegetables
Pune,Zaid,Black,73,41,57,6.99,20.79,57.11,118.58,Vegetables
Pune,Zaid,Black,74,37,55,7.2,21.08,65.16,123.35,Vegetables
Solapur,Zaid,Black,52,33,62,7.99,27.28,64.94,70.68,Fodder
Solapur,Kharif,Black,53,33,60,7.7,26.6,68.52,75.22,Bajra
Solapur,Kharif,Black,55,37,55,8.21,26.32,64.85,91.26,Bajra
Pune,Rabi,Black,76,40,56,6.97,18.14,65.18,102.97,Wheat
Solapur,Kharif,Black,57,37,58,7.93,27.61,76.39,76.74,Bajra
Pune,Kharif,Black,73,40,56,7.04,19.62,68.11,112.51,Rice
Nashik,Zaid,Loamy,66,36,58,6.86,28.61,28.95,96.49,Vegetables
Nashik,Rabi,Loamy,61,38,56,6.83,27.43,28.94,92.73,Gram
Solapur,Kharif,Black,50,35,59,7.78,26.6,71.22,77.22,Bajra
Nashik,Rabi,Loamy,66,38,60,6.71,27.91,32.09,87.35,Gram
Nashik,Rabi,Loamy,66,36,56,6.88,28.58,33.67,94.13,Gram
Pune,Rabi,Black,75,38,52,6.8,20.74,69.52,111.37,Wheat
Nashik,Kharif,Loamy,65,36,60,6.66,28.68,32.98,115.27,Onion
Pune,Zaid,Black,75,39,53,7.21,19.81,65.8,104.26,Vegetables
Nashik,Rabi,Loamy,68,34,57,6.91,27.66,43.15,88.49,Gram
Pune,Rabi,Black,74,36,52,6.86,20.12,56.51,107.32,Wheat
Solapur,Zaid,Black,59,34,60,7.51,27.89,74.05,78.81,Fodder
Solapur,Kharif,Black,58,33,61,8.07,27.71,69.85,89.73,Bajra
Nashik,Rabi,Loamy,67,35,53,6.45,29.15,30.88,96.32,Gram
Pune,Kharif,Black,76,40,54,6.7,21.21,69.0,118.55,Rice
Solapur,Zaid,Black,51,35,60,7.4,27.06,68.94,99.09,Fodder
Solapur,Kharif,Black,51,37,61,7.86,27.48,74.83,73.92,Bajra
Nashik,Rabi,Loamy,61,36,57,6.99,29.53,36.46,104.41,Gram
Pune,Zaid,Black,70,43,54,6.93,22.77,59.09,112.45,Vegetables
Nashik,Zaid,Loamy,68,37,61,6.76,29.07,45.0,103.77,Vegetables
Pune,Kharif,Black,71,39,50,7.0,22.22,61.94,119.92,Rice
Pune,Zaid,Black,76,41,52,6.99,21.05,64.47,105.01,Vegetables
Solapur,Rabi,Black,53,36,57,7.77,27.69,66.06,73.09,Jowar
Pune,Rabi,Black,79,43,53,7.3,22.23,64.04,118.01,Wheat
Solapur,Kharif,Black,50,37,61,7.58,25.11,73.57,85.04,Bajra
Solapur,Rabi,Black,54,32,61,7.39,25.67,61.93,96.87,Jowar
Pune,Kharif,Black,70,37,51,6.84,20.73,61.2,122.58,Rice
Solapur,Rabi,Black,56,36,61,8.22,27.07,66.15,67.47,Jowar
Solapur,Zaid,Black,52,31,62,8.28,26.74,70.01,70.28,Fodder
Pune,Rabi,Black,76,37,56,7.37,20.82,66.54,124.45,Wheat
Nashik,Kharif,Loamy,64,37,59,6.69,28.25,36.91,81.3,Onion
Pune,Zaid,Black,77,39,55,6.92,19.85,51.11,107.88,Vegetables
Pune,Rabi,Black,72,38,54,7.03,21.13,69.03,94.76,Wheat
Solapur,Kharif,Black,50,31,58,7.64,26.09,66.97,62.51,Bajra
Solapur,Rabi,Black,56,31,60,7.92,27.82,71.03,78.94,Jowar
Pune,Rabi,Black,74,35,50,6.89,21.0,52.13,106.83,Wheat
Nashik,Kharif,Loamy,69,39,56,6.53,28.09,34.02,113.44,Onion
Pune,Kharif,Black,71,42,54,7.07,21.18,57.46,103.62,Rice
Solapur,Zaid,Black,54,36,61,7.53,26.29,60.54,83.38,Fodder
Nashik,Zaid,Loamy,62,41,54,6.99,28.0,31.17,76.49,Vegetables
Pune,Kharif,Black,73,38,54,7.27,19.36,66.65,94.58,Rice
Solapur,Zaid,Black,55,34,58,7.54,27.01,67.35,56.98,Fodder
Nashik,Zaid,Loamy,61,38,54,6.82,29.85,39.32,87.27,Vegetables
Pune,Kharif,Black,74,37,56,6.96,21.3,64.38,119.4,Rice
Pune,Kharif,Black,74,38,52,7.19,20.34,66.51,104.38,Rice
Pune,Zaid,Black,79,37,55,6.89,19.72,50.24,126.76,Vegetables
Nashik,Zaid,Loamy,66,35,54,7.19,30.1,31.65,93.07,Vegetables
Solapur,Zaid,Black,56,33,59,7.93,26.12,64.63,90.38,Fodder
Pune,Rabi,Black,76,41,52,7.02,19.73,73.75,89.06,Wheat
Nashik,Zaid,Loamy,65,40,59,6.84,29.14,37.81,89.83,Vegetables
Nashik,Rabi,Loamy,66,34,57,6.81,27.1,42.23,93.52,Gram
Nashik,Rabi,Loamy,68,34,57,6.79,27.56,32.53,80.49,Gram
Nashik,Rabi,Loamy,67,39,55,7.05,27.07,36.28,115.3,Gram
Solapur,Kharif,Black,55,36,55,7.47,25.89,64.91,74.58,Bajra
Nashik,Rabi,Loamy,59,36,59,6.38,29.39,40.25,114.58,Gram
Nashik,Zaid,Loamy,64,38,59,6.71,30.13,39.2,105.74,Vegetables
Nashik,Kharif,Loamy,66,33,56,6.88,29.16,34.13,87.4,Onion
Nashik,Rabi,Loamy,67,36,59,7.03,27.47,39.86,104.03,Gram
Pune,Zaid,Black,73,42,51,7.21,21.36,67.79,109.69,Vegetables
Solapur,Rabi,Black,52,30,61,7.7,26.39,69.58,70.14,Jowar
Nashik,Kharif,Loamy,66,33,53,6.73,29.03,33.64,106.66,Onion
Pune,Rabi,Black,70,37,58,6.87,19.6,58.04,111.11,Wheat
Pune,Zaid,Black,76,40,51,7.07,19.82,53.97,111.14,Vegetables
Solapur,Zaid,Black,55,34,57,7.72,29.22,64.22,72.61,Fodder
Pune,Rabi,Black,68,36,53,6.92,20.76,54.52,104.16,Wheat
Pune,Zaid,Black,77,39,57,6.68,22.42,59.94,101.28,Vegetables
Pune,Zaid,Black,72,40,55,6.65,19.87,57.94,106.38,Vegetables
Nashik,Rabi,Loamy,65,38,58,6.94,28.49,34.14,100.02,Gram
Pune,Kharif,Black,70,40,53,7.12,21.21,64.26,96.49,Rice
Pune,Kharif,Black,74,40,56,6.88,21.08,58.56,113.34,Rice
Nashik,Zaid,Loamy,59,37,54,6.83,29.07,38.49,106.84,Vegetables
Nashik,Kharif,Loamy,61,35,54,6.7,30.24,39.83,89.15,Onion
Nashik,Kharif,Loamy,67,36,58,6.85,28.82,42.09,105.45,Onion
Pune,Zaid,Black,80,38,56,6.87,19.39,58.42,88.96,Vegetables
Solapur,Zaid,Black,55,32,61,7.98,28.15,65.96,67.51,Fodder
Nashik,Zaid,Loamy,63,35,55,6.41,28.6,37.38,78.71,Vegetables
Pune,Kharif,Black,71,43,52,7.28,19.51,63.88,102.48,Rice
Solapur,Kharif,Black,55,36,61,7.8,24.99,75.51,70.47,Bajra
Pune,Zaid,Black,71,40,54,7.31,20.58,63.77,109.93,Vegetables
Nashik,Kharif,Loamy,64,36,57,6.65,28.19,29.47,103.25,Onion
Pune,Rabi,Black,77,38,54,6.98,21.02,69.15,97.93,Wheat
Solapur,Zaid,Black,54,33,61,8.04,26.75,58.73,93.1,Fodder
Solapur,Zaid,Black,51,31,55,7.88,27.83,79.05,61.49,Fodder
Solapur,Zaid,Black,51,33,58,7.83,28.52,67.41,66.15,Fodder
Nashik,Zaid,Loamy,64,37,61,6.77,28.32,38.81,102.64,Vegetables
Nashik,Zaid,Loamy,67,36,55,6.45,28.88,32.02,100.86,Vegetables
Solapur,Kharif,Black,55,33,63,7.5,27.14,62.34,73.49,Bajra
Solapur,Rabi,Black,48,36,61,7.54,25.89,76.6,72.05,Jowar
Solapur,Rabi,Black,50,37,61,8.04,28.49,60.2,61.59,Jowar
Pune,Rabi,Black,69,38,52,6.96,21.86,52.24,90.93,Wheat
Pune,Rabi,Black,75,41,57,6.94,20.5,51.81,114.27,Wheat
Nashik,Rabi,Loamy,62,40,54,6.73,29.82,32.46,87.93,Gram
Pune,Zaid,Black,78,41,57,6.86,21.54,59.64,99.4,Vegetables
